Time,Command,Host IP,Destination Port
2024-04-17 23:58:33,"attack type: malformed packet attack, message: none",17.6.72.150,30623
2024-04-17 23:58:33,"attack type: malformed packet attack, message: none",17.6.72.150,24662
2024-04-17 23:58:33,"attack type: malformed packet attack, message: none",17.6.72.150,44621
2024-04-17 23:58:33,"attack type: malformed packet attack, message: none",17.6.72.150,28065
2024-04-17 23:58:33,"attack type: malformed packet attack, message: none",17.6.72.150,33248
2024-04-17 23:58:33,"attack type: malformed packet attack, message: none",17.6.72.150,45913
2024-04-17 23:58:33,"attack type: malformed packet attack, message: none",17.6.72.150,11521
2024-04-17 23:58:33,"attack type: malformed packet attack, message: none",17.6.72.150,50017
2024-04-17 23:58:33,"attack type: malformed packet attack, message: none",17.6.72.150,24184
2024-04-17 23:58:33,"attack type: malformed packet attack, message: none",17.6.72.150,36708
2024-04-17 23:58:33,"attack type: malformed packet attack, message: none",17.6.72.150,39377
2024-04-17 23:58:33,"attack type: malformed packet attack, message: none",17.6.72.150,49118
2024-04-17 23:58:33,"attack type: malformed packet attack, message: none",17.6.72.150,40872
2024-04-17 23:58:33,"attack type: malformed packet attack, message: none",17.6.72.150,2541
2024-04-17 23:58:33,"attack type: malformed packet attack, message: none",17.6.72.150,47783
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,26881
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,15477
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,53860
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,39257
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,35677
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,59441
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,26625
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,62000
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,23586
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,51407
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,32393
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,46112
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,11508
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,37471
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,33101
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,8628
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,34454
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,59745
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,33554
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,40119
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,48551
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,43862
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,60838
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,56902
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,33904
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,33140
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,17910
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,28754
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,46091
2024-04-17 23:58:34,"attack type: malformed packet attack, message: none",17.6.72.150,33679
2024-04-17 23:58:37,"attack type: normal - no attack, message: left",192.168.42.170,15450
2024-04-17 23:58:37,"attack type: normal - no attack, message: left",192.168.42.170,30301
2024-04-17 23:58:38,"attack type: normal - no attack, message: left",192.168.42.170,37185
2024-04-17 23:58:38,"attack type: normal - no attack, message: left",192.168.42.170,1000
2024-04-17 23:58:38,"attack type: normal - no attack, message: left",192.168.42.170,41933
2024-04-17 23:58:38,"attack type: normal - no attack, message: left",192.168.42.170,31761
2024-04-17 23:58:39,"attack type: normal - no attack, message: left",192.168.42.170,1296
2024-04-17 23:58:39,"attack type: normal - no attack, message: down",192.168.42.170,25110
2024-04-17 23:58:39,"attack type: normal - no attack, message: down",192.168.42.170,35609
2024-04-17 23:58:40,"attack type: normal - no attack, message: down",192.168.42.170,39803
2024-04-17 23:58:40,"attack type: normal - no attack, message: down",192.168.42.170,38981
2024-04-17 23:58:40,"attack type: normal - no attack, message: down",192.168.42.170,9540
2024-04-17 23:58:40,"attack type: normal - no attack, message: left",192.168.42.170,19954
2024-04-17 23:58:41,"attack type: normal - no attack, message: left",192.168.42.170,31595
2024-04-17 23:58:41,"attack type: normal - no attack, message: down",192.168.42.170,9229
2024-04-17 23:58:42,"attack type: normal - no attack, message: right",192.168.42.170,22406
2024-04-17 23:58:42,"attack type: normal - no attack, message: right",192.168.42.170,39399
2024-04-17 23:58:42,"attack type: normal - no attack, message: right",192.168.42.170,37848
2024-04-17 23:58:42,"attack type: normal - no attack, message: right",192.168.42.170,33708
2024-04-17 23:58:42,"attack type: normal - no attack, message: right",192.168.42.170,30277
2024-04-17 23:58:43,"attack type: normal - no attack, message: right",192.168.42.170,53601
2024-04-17 23:58:43,"attack type: normal - no attack, message: right",192.168.42.170,27682
2024-04-17 23:58:43,"attack type: normal - no attack, message: right",192.168.42.170,7289
2024-04-17 23:58:43,"attack type: normal - no attack, message: right",192.168.42.170,24340
2024-04-17 23:58:43,"attack type: normal - no attack, message: left",192.168.42.170,51782
2024-04-17 23:58:44,"attack type: normal - no attack, message: left",192.168.42.170,52821
2024-04-17 23:58:44,"attack type: normal - no attack, message: left",192.168.42.170,57369
2024-04-17 23:58:44,"attack type: normal - no attack, message: down",192.168.42.170,43469
2024-04-17 23:58:44,"attack type: normal - no attack, message: down",192.168.42.170,11106
2024-04-17 23:58:45,"attack type: normal - no attack, message: down",192.168.42.170,17155
2024-04-17 23:58:45,"attack type: normal - no attack, message: down",192.168.42.170,7535
2024-04-17 23:58:45,"attack type: normal - no attack, message: down",192.168.42.170,5992
2024-04-17 23:58:45,"attack type: normal - no attack, message: down",192.168.42.170,17303
2024-04-17 23:58:46,"attack type: normal - no attack, message: down",192.168.42.170,26686
2024-04-17 23:58:46,"attack type: normal - no attack, message: down",192.168.42.170,9202
2024-04-17 23:58:46,"attack type: normal - no attack, message: down",192.168.42.170,38849
2024-04-17 23:58:46,"attack type: normal - no attack, message: down",192.168.42.170,43602
2024-04-17 23:58:46,"attack type: normal - no attack, message: down",192.168.42.170,3158
2024-04-17 23:58:47,"attack type: normal - no attack, message: down",192.168.42.170,26912
2024-04-17 23:58:47,"attack type: normal - no attack, message: down",192.168.42.170,51057
2024-04-17 23:58:47,"attack type: normal - no attack, message: down",192.168.42.170,58675
2024-04-17 23:58:47,"attack type: normal - no attack, message: down",192.168.42.170,44211
2024-04-17 23:58:48,"attack type: normal - no attack, message: down",192.168.42.170,23972
2024-04-17 23:58:48,"attack type: normal - no attack, message: down",192.168.42.170,54805
2024-04-17 23:58:48,"attack type: normal - no attack, message: down",192.168.42.170,24010
2024-04-17 23:58:48,"attack type: normal - no attack, message: down",192.168.42.170,16332
2024-04-17 23:58:48,"attack type: normal - no attack, message: down",192.168.42.170,65382
2024-04-17 23:58:49,"attack type: normal - no attack, message: down",192.168.42.170,7240
2024-04-17 23:58:49,"attack type: normal - no attack, message: down",192.168.42.170,52235
2024-04-17 23:58:49,"attack type: normal - no attack, message: down",192.168.42.170,4366
2024-04-17 23:58:49,"attack type: normal - no attack, message: left",192.168.42.170,26545
2024-04-17 23:58:50,"attack type: normal - no attack, message: left",192.168.42.170,34791
2024-04-17 23:58:50,"attack type: normal - no attack, message: left",192.168.42.170,58256
2024-04-17 23:58:50,"attack type: normal - no attack, message: left",192.168.42.170,10516
2024-04-17 23:58:50,"attack type: normal - no attack, message: left",192.168.42.170,1462
2024-04-17 23:58:51,"attack type: normal - no attack, message: left",192.168.42.170,21095
2024-04-17 23:58:51,"attack type: normal - no attack, message: left",192.168.42.170,15642
2024-04-17 23:58:51,"attack type: normal - no attack, message: left",192.168.42.170,5832
2024-04-17 23:58:51,"attack type: normal - no attack, message: left",192.168.42.170,32792
2024-04-17 23:58:52,"attack type: normal - no attack, message: left",192.168.42.170,40870
2024-04-17 23:58:52,"attack type: normal - no attack, message: left",192.168.42.170,46398
2024-04-17 23:58:52,"attack type: normal - no attack, message: left",192.168.42.170,28597
2024-04-17 23:58:52,"attack type: normal - no attack, message: left",192.168.42.170,16442
2024-04-17 23:58:52,"attack type: normal - no attack, message: left",192.168.42.170,5646
2024-04-17 23:58:53,"attack type: normal - no attack, message: left",192.168.42.170,17866
2024-04-17 23:58:53,"attack type: normal - no attack, message: up",192.168.42.170,48038
2024-04-17 23:58:53,"attack type: normal - no attack, message: up",192.168.42.170,34415
2024-04-17 23:58:54,"attack type: normal - no attack, message: up",192.168.42.170,53805
2024-04-17 23:58:54,"attack type: normal - no attack, message: up",192.168.42.170,53342
2024-04-17 23:58:54,"attack type: normal - no attack, message: up",192.168.42.170,19094
2024-04-17 23:58:54,"attack type: normal - no attack, message: up",192.168.42.170,6659
2024-04-17 23:58:55,"attack type: normal - no attack, message: up",192.168.42.170,53921
2024-04-17 23:58:55,"attack type: normal - no attack, message: up",192.168.42.170,4107
2024-04-17 23:58:55,"attack type: normal - no attack, message: up",192.168.42.170,7353
2024-04-17 23:58:56,"attack type: normal - no attack, message: up",192.168.42.170,37746
2024-04-17 23:58:56,"attack type: normal - no attack, message: up",192.168.42.170,58258
2024-04-17 23:58:56,"attack type: normal - no attack, message: up",192.168.42.170,10015
2024-04-17 23:58:56,"attack type: normal - no attack, message: up",192.168.42.170,3178
2024-04-17 23:58:57,"attack type: normal - no attack, message: up",192.168.42.170,53965
2024-04-17 23:58:57,"attack type: normal - no attack, message: up",192.168.42.170,24874
2024-04-17 23:58:58,"attack type: normal - no attack, message: up",192.168.42.170,29993
2024-04-17 23:58:59,"attack type: normal - no attack, message: up",192.168.42.170,7045
2024-04-17 23:58:59,"attack type: normal - no attack, message: up",192.168.42.170,14960
2024-04-17 23:59:00,"attack type: normal - no attack, message: up",192.168.42.170,37311
2024-04-17 23:59:00,"attack type: normal - no attack, message: up",192.168.42.170,37373
2024-04-17 23:59:00,"attack type: normal - no attack, message: up",192.168.42.170,58651
2024-04-17 23:59:01,"attack type: normal - no attack, message: up",192.168.42.170,57026
2024-04-17 23:59:01,"attack type: normal - no attack, message: up",192.168.42.170,16535
2024-04-17 23:59:01,"attack type: normal - no attack, message: left",192.168.42.170,61874
2024-04-17 23:59:02,"attack type: normal - no attack, message: up",192.168.42.170,56065
2024-04-17 23:59:03,"attack type: normal - no attack, message: up",192.168.42.170,62173
2024-04-17 23:59:03,"attack type: normal - no attack, message: left",192.168.42.170,25359
2024-04-17 23:59:03,"attack type: normal - no attack, message: up",192.168.42.170,40569
2024-04-17 23:59:04,"attack type: normal - no attack, message: up",192.168.42.170,20724
2024-04-17 23:59:04,"attack type: normal - no attack, message: left",192.168.42.170,65471
2024-04-17 23:59:04,"attack type: normal - no attack, message: up",192.168.42.170,24537
2024-04-17 23:59:04,"attack type: normal - no attack, message: left",192.168.42.170,36283
2024-04-17 23:59:05,"attack type: normal - no attack, message: up",192.168.42.170,45470
2024-04-17 23:59:05,"attack type: normal - no attack, message: up",192.168.42.170,58935
2024-04-17 23:59:05,"attack type: normal - no attack, message: left",192.168.42.170,61451
2024-04-17 23:59:05,"attack type: normal - no attack, message: up",192.168.42.170,13657
2024-04-17 23:59:05,"attack type: normal - no attack, message: left",192.168.42.170,41025
2024-04-17 23:59:06,"attack type: normal - no attack, message: left",192.168.42.170,44417
2024-04-17 23:59:06,"attack type: normal - no attack, message: up",192.168.42.170,6465
2024-04-17 23:59:06,"attack type: normal - no attack, message: left",192.168.42.170,47627
2024-04-17 23:59:06,"attack type: normal - no attack, message: left",192.168.42.170,35391
2024-04-17 23:59:07,"attack type: normal - no attack, message: left",192.168.42.170,16403
2024-04-17 23:59:07,"attack type: normal - no attack, message: left",192.168.42.170,7117
2024-04-17 23:59:07,"attack type: normal - no attack, message: left",192.168.42.170,54961
2024-04-17 23:59:07,"attack type: normal - no attack, message: left",192.168.42.170,37860
2024-04-17 23:59:07,"attack type: normal - no attack, message: up",192.168.42.170,25335
2024-04-17 23:59:08,"attack type: normal - no attack, message: left",192.168.42.170,33601
2024-04-17 23:59:08,"attack type: normal - no attack, message: left",192.168.42.170,355
2024-04-17 23:59:08,"attack type: normal - no attack, message: left",192.168.42.170,21617
2024-04-17 23:59:08,"attack type: normal - no attack, message: left",192.168.42.170,3518
2024-04-17 23:59:09,"attack type: normal - no attack, message: left",192.168.42.170,47550
2024-04-17 23:59:09,"attack type: normal - no attack, message: left",192.168.42.170,32971
2024-04-17 23:59:09,"attack type: normal - no attack, message: left",192.168.42.170,55546
2024-04-17 23:59:09,"attack type: normal - no attack, message: left",192.168.42.170,63091
2024-04-17 23:59:10,"attack type: normal - no attack, message: down",192.168.42.170,4530
2024-04-17 23:59:11,"attack type: normal - no attack, message: left",192.168.42.170,14729
2024-04-17 23:59:11,"attack type: normal - no attack, message: down",192.168.42.170,24952
2024-04-17 23:59:11,"attack type: normal - no attack, message: down",192.168.42.170,22856
2024-04-17 23:59:11,"attack type: normal - no attack, message: down",192.168.42.170,65090
2024-04-17 23:59:11,"attack type: icmp flood, message: down",100.5.161.10,5234
2024-04-17 23:59:11,"attack type: normal - no attack, message: down",192.168.42.170,24361
2024-04-17 23:59:12,"attack type: normal - no attack, message: down",192.168.42.170,41739
2024-04-17 23:59:12,"attack type: normal - no attack, message: down",192.168.42.170,28650
2024-04-17 23:59:13,"attack type: normal - no attack, message: down",192.168.42.170,12647
2024-04-17 23:59:13,"attack type: normal - no attack, message: down",192.168.42.170,37182
2024-04-17 23:59:13,"attack type: normal - no attack, message: down",192.168.42.170,45709
2024-04-17 23:59:14,"attack type: normal - no attack, message: down",192.168.42.170,1610
2024-04-17 23:59:14,"attack type: normal - no attack, message: down",192.168.42.170,65371
2024-04-17 23:59:14,"attack type: normal - no attack, message: down",192.168.42.170,34462
2024-04-17 23:59:14,"attack type: normal - no attack, message: down",192.168.42.170,52807
2024-04-17 23:59:15,"attack type: normal - no attack, message: down",192.168.42.170,31320
2024-04-17 23:59:16,"attack type: normal - no attack, message: down",192.168.42.170,41086
2024-04-17 23:59:16,"attack type: normal - no attack, message: up",192.168.42.170,28628
2024-04-17 23:59:17,"attack type: normal - no attack, message: up",192.168.42.170,53100
2024-04-17 23:59:17,"attack type: normal - no attack, message: up",192.168.42.170,42757
2024-04-17 23:59:18,"attack type: normal - no attack, message: up",192.168.42.170,5151
2024-04-17 23:59:19,"attack type: normal - no attack, message: up",192.168.42.170,618
2024-04-17 23:59:19,"attack type: normal - no attack, message: up",192.168.42.170,62363
2024-04-17 23:59:19,"attack type: normal - no attack, message: up",192.168.42.170,1587
2024-04-17 23:59:20,"attack type: normal - no attack, message: up",192.168.42.170,21165
2024-04-17 23:59:20,"attack type: normal - no attack, message: up",192.168.42.170,55155
2024-04-17 23:59:20,"attack type: normal - no attack, message: up",192.168.42.170,64934
2024-04-17 23:59:20,"attack type: normal - no attack, message: up",192.168.42.170,40848
2024-04-17 23:59:21,"attack type: normal - no attack, message: up",192.168.42.170,44693
2024-04-17 23:59:21,"attack type: normal - no attack, message: up",192.168.42.170,22003
2024-04-17 23:59:21,"attack type: normal - no attack, message: up",192.168.42.170,35523
2024-04-17 23:59:22,"attack type: normal - no attack, message: right",192.168.42.170,28193
